video_01	VU	16	1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,3,4,5,4,5,4,4,5,5,5,4,5,5,5,4,5,5,4,5,4,4,4,4,4,3,3,3,2,3,3,3,2,2,2,1,1,1,2,3,2,2,3,3,2,3,3,3,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,3,2,2,2,2,1,2,1,1,1,2,2,3,3,2,3,2,3,4,3,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,3,4,4,4,3,2,2,2,2,1,1,1
video_01	VU	17	1,1,1,2,2,2,2,4,3,4,3,4,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,3,5,4,4,4,5,3,3,3,3,2,2,2,1,2,2,1,2,2,2,3,3,3,2,4,3,3,5,5,4,4,5,4,5,4,5,5,4,5,5,5,4,5,5,4,5,4,4,4,5,4,4,4,3,3,3,3,4,2,3,2,2,2,2,1,1,1,2,2,2,3,2,3,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,4,5,4,4,4,3,3,3,3,3,2,2,2,2,1,1
video_01	VU	18	2,2,2,2,2,2,3,2,2,4,3,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,3,2,3,1,3,2,2,2,1,1,1,1,2,2,3,2,3,3,3,4,4,4,4,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,4,4,4,4,3,3,3,3,2,3,2,1,2,1,1,1,2,2,3,2,3,2,2,3,3,4,4,4,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,3,3,4,3,3,3,2,1,3,1,2,1,1
video_01	VU	19	1,1,2,1,2,2,2,2,3,3,4,5,3,4,4,4,5,4,5,4,5,5,5,5,4,4,5,5,5,4,5,5,3,5,5,4,5,4,4,3,3,3,3,2,2,3,2,1,1,1,1,2,2,2,2,2,3,3,4,3,3,3,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,3,5,5,4,4,4,4,4,3,4,2,3,2,1,2,1,1,1,1,1,2,2,3,2,3,3,3,4,4,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,3,2,2,2,2,1,1,1
video_01	VU	20	1,1,1,2,2,2,3,3,3,4,4,3,4,4,3,5,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,3,4,5,4,4,3,4,3,3,3,3,3,1,2,2,1,1,1,1,2,2,2,3,3,3,3,3,4,4,5,3,4,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,3,4,3,4,4,3,3,2,2,1,1,1,1,1,2,2,2,2,2,3,3,2,4,4,3,4,4,4,5,4,4,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,3,3,2,3,3,2,2,3,1,1,1,1
video_02	PR	1	2,1,2,1,2,3,2,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,3,4,4,2,3,2,1,1,2,1,2,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,4,4,4,4,3,3,3,4,2,2,1,2,2,1,2,1,1,2,2,3,3,2,2,3,4,3,4,4,4,4,4,5,5,4,4,4,5,5,5,4,4,5,5,5,4,5,5,5,4,4,4,3,4,4,3,2,2,3,2,2,2,1,1,2
video_02	PR	2	1,2,2,2,2,3,3,3,3,4,3,3,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,4,2,3,3,2,2,1,1,2,1,1,1,2,2,2,3,2,3,3,3,3,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,2,3,3,2,3,2,2,2,1,1,1,1,2,1,2,1,2,2,2,3,4,3,4,3,4,4,3,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,3,3,3,3,4,3,3,3,3,2,1,2
video_02	PR	3	1,1,1,2,1,2,2,3,2,3,3,4,4,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,5,4,3,1,2,3,2,3,1,2,2,1,1,1,2,2,1,2,2,3,3,3,4,4,4,3,4,5,4,5,4,5,5,5,5,5,3,4,5,5,5,4,4,4,4,5,4,5,4,4,4,4,3,2,3,2,3,2,1,2,2,2,1,2,2,2,3,3,3,3,4,3,3,4,4,4,4,4,5,5,5,4,5,5,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,2,4,3,3,2,2,3,2,2,2,1
video_02	PR	4	1,2,1,2,3,2,2,3,3,3,3,4,3,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,4,3,3,3,3,3,3,2,2,1,1,1,1,2,3,2,3,3,3,3,3,4,3,2,4,4,5,4,5,4,5,4,4,5,4,4,5,5,4,5,4,5,5,5,5,5,4,4,3,4,3,3,3,4,3,2,3,2,2,2,1,1,1,1,2,2,1,3,3,3,3,3,3,4,4,5,4,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,4,3,3,3,3,4,2,3,3,2,2,2,1
video_02	PR	5	1,2,2,2,2,2,3,3,2,3,3,4,4,4,4,3,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,3,3,2,2,3,3,2,1,1,2,2,2,1,1,2,3,2,2,3,3,2,3,4,4,3,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,3,3,3,3,3,2,2,3,2,1,1,1,1,1,1,2,3,3,2,3,4,4,4,5,4,4,5,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,3,3,4,4,3,4,3,3,3,3,2,2,2,2,1,1,1
video_02	PR	6	1,1,2,2,2,2,3,2,4,2,3,4,4,4,4,4,5,4,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,2,1,2,1,1,1,2,2,3,3,3,3,3,4,4,3,4,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,3,3,2,3,3,1,3,1,2,1,1,2,1,3,2,2,2,2,3,3,4,4,3,4,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,3,4,4,4,3,2,3,3,3,2,2,1,1,1
video_02	PR	7	1,1,1,3,2,2,3,2,4,3,3,3,4,4,4,4,5,4,4,5,4,5,5,4,4,5,5,5,5,5,5,4,5,4,5,4,5,4,3,4,5,3,3,3,3,2,1,2,1,1,2,2,2,1,2,3,2,2,3,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,4,4,3,3,4,4,3,2,2,2,2,2,2,1,1,1,2,2,2,3,3,3,4,3,5,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,1,2,1
video_02	PR	8	1,2,2,2,2,2,3,3,3,2,3,3,4,3,4,5,5,4,4,4,5,4,5,5,5,5,4,5,5,4,5,5,5,4,4,4,5,4,3,4,3,3,3,3,3,2,1,2,1,1,1,2,2,3,3,2,2,2,3,2,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,3,4,4,4,5,4,4,4,4,3,4,3,3,2,3,3,3,2,2,1,1,1,1,1,1,2,2,2,4,2,3,3,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,3,3,3,3,4,3,3,2,1,1,1,1,1
video_02	PR	9	1,2,1,1,1,3,1,3,3,2,3,4,3,4,4,5,5,4,4,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,4,4,4,5,4,5,3,3,4,2,3,3,2,1,1,2,1,2,1,2,1,2,2,3,2,3,3,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,3,4,5,4,4,4,4,3,3,4,2,2,2,2,1,1,1,2,1,1,2,2,3,3,3,3,4,4,4,3,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,4,3,3,3,3,2,2,2,1,1
video_02	PR	10	1,1,2,1,2,2,2,3,3,3,4,4,3,4,3,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,3,3,2,2,3,3,3,3,2,2,1,2,1,2,2,3,2,2,3,3,3,4,3,4,3,3,5,5,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,3,3,3,4,2,3,2,3,2,3,2,1,1,1,2,2,2,2,1,2,3,3,4,3,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,2,3,3,3,3,3,3,1,1,2,2,1
video_02	PR	11	2,2,1,1,2,2,3,3,3,3,3,3,4,5,4,4,3,5,4,5,5,4,5,5,5,5,4,5,5,4,4,5,5,4,4,4,5,4,4,3,4,3,3,3,2,3,2,1,2,1,1,2,1,2,2,3,2,3,2,3,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,3,4,5,4,5,5,4,4,4,4,4,2,3,3,3,2,2,2,2,2,2,1,1,1,2,1,3,2,2,3,3,3,3,4,4,3,4,5,5,3,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,2,1
video_02	PR	12	1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,5,3,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,3,4,3,3,3,2,2,2,2,3,1,2,1,1,3,2,3,3,2,3,3,3,5,4,3,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,3,3,2,2,1,2,1,2,1,1,1,1,2,2,2,3,4,4,3,3,4,5,4,5,4,3,5,5,5,5,5,4,4,4,5,4,5,5,5,4,4,4,4,3,5,4,4,3,4,3,3,3,3,2,2,2,1,2,1
video_02	PR	13	2,1,1,3,2,2,2,3,4,3,3,4,3,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,3,2,4,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,3,4,3,2,3,2,2,1,2,1,1,1,2,3,3,2,3,4,3,3,4,3,4,4,4,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,2,2,3,2,2,2,1,1,2,1
video_02	PR	14	1,2,1,2,2,1,3,3,3,4,3,3,3,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,4,3,4,2,3,3,2,3,2,2,1,1,1,2,2,2,3,4,3,3,4,4,4,4,3,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,3,3,2,3,2,2,2,2,1,1,2,1,1,3,1,2,2,3,3,3,4,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,2,2,3,4,2,2,2,2,2,1,1
video_02	PR	15	1,2,2,2,1,2,2,2,3,3,3,3,4,4,3,4,4,5,4,5,5,4,5,5,5,3,5,5,5,4,5,5,4,4,5,4,4,4,4,4,3,2,3,3,3,2,3,1,2,1,1,1,1,2,2,2,3,2,4,3,4,5,3,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,3,4,3,3,3,2,3,2,2,2,2,2,1,2,1,1,2,2,2,3,3,3,3,5,3,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,4,4,3,3,3,3,3,3,1,2,2,1,1,2
video_02	PR	16	1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,3,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,1,1,1,1,2,3,2,3,3,3,3,3,4,4,4,3,5,4,4,4,3,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,4,3,4,4,4,4,3,2,2,2,3,1,1,1,2,1,2,1,2,1,2,3,3,3,4,3,3,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,2,3,3,2,3,3,2,2,2,1,1,1
video_02	PR	17	2,1,2,2,2,2,2,3,3,4,2,3,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,3,3,2,3,2,2,2,2,2,1,2,2,1,2,3,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,5,5,5,4,4,4,3,3,3,3,2,1,2,2,2,2,1,1,1,1,2,3,3,3,3,3,4,3,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,4,3,3,4,3,2,3,3,2,2,2,1,1
video_02	PR	18	1,1,1,1,3,3,2,2,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,5,4,3,4,4,2,3,2,2,3,2,1,1,1,1,2,1,1,2,3,3,2,2,4,3,4,5,3,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,4,3,4,3,3,3,3,2,2,2,1,2,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,3,4,4,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,3,4,3,2,2,3,2,2,2,1,2,1
video_02	PR	19	1,1,1,2,2,1,3,3,3,4,3,3,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,3,4,3,4,3,3,3,1,2,2,2,2,2,1,2,1,2,1,3,1,3,4,3,4,4,2,3,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,3,4,4,2,3,3,2,2,2,3,2,1,2,1,1,2,2,2,3,2,3,3,2,4,4,3,3,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,4,4,3,3,3,4,4,2,2,3,2,2,1,2,1
video_02	PR	20	2,1,1,1,3,1,3,3,3,4,3,3,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,3,5,5,4,4,3,3,3,4,3,3,2,2,3,2,2,1,2,1,1,2,1,1,2,3,2,3,3,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,3,5,5,4,4,3,2,2,2,1,1,1,2,2,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,4,4,4,3,3,2,2,2,2,2,1,2,1,2
video_03	FM	1	1,1,1,1,2,2,3,3,2,4,3,4,4,4,5,4,5,4,5,4,5,5,5,4,4,5,5,5,4,5,5,5,4,4,4,3,4,4,3,3,4,3,3,2,2,2,2,2,1,1,1,2,1,2,2,2,3,3,3,4,4,3,3,4,4,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,4,4,5,4,5,4,4,4,4,4,3,2,3,3,2,1,2,2,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,4,3,2,3,2,2,3,1,1,1,2,1
video_03	FM	2	1,1,1,1,2,3,3,3,3,2,3,3,4,4,4,4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,4,5,4,4,4,4,3,3,3,3,2,2,3,2,2,1,1,2,1,1,2,2,3,3,3,2,3,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,4,3,3,3,2,3,2,2,2,2,2,1,1,1,1,2,2,2,3,3,4,3,3,4,3,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,4,2,2,2,1,1,1
video_03	FM	3	1,2,1,1,1,3,3,2,3,4,4,3,4,4,4,5,3,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,4,3,4,3,3,2,3,3,2,3,2,2,1,1,1,2,2,2,2,2,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,4,3,4,3,4,3,3,3,4,2,2,2,2,2,1,1,2,1,2,3,2,2,3,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,4,5,4,4,3,4,3,3,3,2,2,2,2,1,1,1
video_03	FM	4	1,2,2,2,2,3,3,2,3,3,3,4,4,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,3,3,3,3,2,2,2,1,2,1,1,2,1,1,2,2,3,2,3,2,3,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,5,3,3,2,2,3,1,1,2,1,2,1,2,1,3,2,2,3,3,3,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,3,4,3,3,3,2,2,2,2,1,1,1,1
video_03	FM	5	1,2,1,1,2,4,3,2,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,4,3,4,3,4,3,3,3,2,2,2,1,1,1,1,2,3,3,2,1,2,2,2,3,3,4,4,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,3,3,3,4,3,3,2,1,3,2,2,1,1,2,2,2,3,3,3,2,4,3,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,3,3,2,1,2,3,1,1,1,1
